timestamp,step,loss,level_idx,level_name,mastered,accuracy
2026-02-17T22:05:50.810681,10,0.799214,0,"counting",0,0.000
2026-02-17T22:05:52.200926,20,0.615088,0,"counting",0,0.000
2026-02-17T22:05:53.607054,30,0.543451,0,"counting",0,0.000
2026-02-17T22:05:55.012335,40,0.506810,0,"counting",0,0.000
2026-02-17T22:05:56.400836,50,0.483479,0,"counting",0,0.000
2026-02-17T22:05:57.796332,60,0.401925,0,"counting",0,0.000
2026-02-17T22:05:59.191854,70,0.393908,0,"counting",0,0.000
2026-02-17T22:06:00.588582,80,0.391488,0,"counting",0,0.000
2026-02-17T22:06:01.989527,90,0.390018,0,"counting",0,0.000
2026-02-17T22:06:03.398656,100,0.388948,0,"counting",0,0.000
2026-02-17T22:06:06.398823,110,0.388065,0,"counting",0,0.300
2026-02-17T22:06:07.800555,120,0.387171,0,"counting",0,0.300
2026-02-17T22:06:09.209998,130,0.386021,0,"counting",0,0.300
2026-02-17T22:06:10.613456,140,0.384184,0,"counting",0,0.300
2026-02-17T22:06:12.019591,150,0.384250,0,"counting",0,0.300
2026-02-17T22:06:13.426110,160,0.383827,0,"counting",0,0.300
2026-02-17T22:06:14.829121,170,0.382410,0,"counting",0,0.300
2026-02-17T22:06:16.243133,180,0.382424,0,"counting",0,0.300
2026-02-17T22:06:17.646539,190,0.382620,0,"counting",0,0.300
2026-02-17T22:06:19.048998,200,0.382471,0,"counting",0,0.300
2026-02-17T22:06:22.052858,210,0.381347,0,"counting",0,0.300
2026-02-17T22:06:23.461092,220,0.381768,0,"counting",0,0.300
2026-02-17T22:06:24.869370,230,0.381575,0,"counting",0,0.300
2026-02-17T22:06:26.291789,240,0.381069,0,"counting",0,0.300
2026-02-17T22:06:27.701565,250,0.380880,0,"counting",0,0.300
2026-02-17T22:06:29.102772,260,0.381353,0,"counting",0,0.300
2026-02-17T22:06:30.509027,270,0.381911,0,"counting",0,0.300
2026-02-17T22:06:31.918898,280,0.380998,0,"counting",0,0.300
2026-02-17T22:06:33.329756,290,0.380684,0,"counting",0,0.300
2026-02-17T22:06:34.745453,300,0.380267,0,"counting",0,0.300
2026-02-17T22:06:37.816597,310,0.378760,0,"counting",0,0.300
2026-02-17T22:06:39.243252,320,0.378910,0,"counting",0,0.300
2026-02-17T22:06:40.652077,330,0.379375,0,"counting",0,0.300
2026-02-17T22:06:42.067826,340,0.379972,0,"counting",0,0.300
2026-02-17T22:06:43.476558,350,0.379862,0,"counting",0,0.300
2026-02-17T22:06:44.878733,360,0.380770,0,"counting",0,0.300
2026-02-17T22:06:46.301851,370,0.379615,0,"counting",0,0.300
2026-02-17T22:06:47.713264,380,0.379478,0,"counting",0,0.300
2026-02-17T22:06:49.155638,390,0.379543,0,"counting",0,0.300
2026-02-17T22:06:50.570400,400,0.380191,0,"counting",0,0.300
2026-02-17T22:06:53.617787,410,0.381608,0,"counting",0,0.300
2026-02-17T22:06:55.048669,420,0.381382,0,"counting",0,0.300
2026-02-17T22:06:56.455172,430,0.381179,0,"counting",0,0.300
2026-02-17T22:06:57.867990,440,0.380766,0,"counting",0,0.300
2026-02-17T22:06:59.281404,450,0.380111,0,"counting",0,0.300
2026-02-17T22:07:00.686954,460,0.379302,0,"counting",0,0.300
2026-02-17T22:07:02.098902,470,0.380085,0,"counting",0,0.300
2026-02-17T22:07:03.502842,480,0.381155,0,"counting",0,0.300
2026-02-17T22:07:04.923580,490,0.380900,0,"counting",0,0.300
2026-02-17T22:07:06.345013,500,0.380369,0,"counting",0,0.300
2026-02-17T22:07:09.382832,510,0.379951,0,"counting",0,0.300
2026-02-17T22:07:10.783281,520,0.379392,0,"counting",0,0.300
2026-02-17T22:07:12.198059,530,0.378614,0,"counting",0,0.300
2026-02-17T22:07:13.594217,540,0.379617,0,"counting",0,0.300
2026-02-17T22:07:15.006113,550,0.380103,0,"counting",0,0.300
2026-02-17T22:07:16.424120,560,0.380218,0,"counting",0,0.300
2026-02-17T22:07:17.831768,570,0.379518,0,"counting",0,0.300
2026-02-17T22:07:19.259344,580,0.379191,0,"counting",0,0.300
2026-02-17T22:07:20.737019,590,0.377086,0,"counting",0,0.300
2026-02-17T22:07:22.170615,600,0.376201,0,"counting",0,0.300
2026-02-17T22:07:25.317713,610,0.375818,0,"counting",0,0.300
2026-02-17T22:07:26.728703,620,0.377319,0,"counting",0,0.300
2026-02-17T22:07:28.135737,630,0.377990,0,"counting",0,0.300
2026-02-17T22:07:29.599463,640,0.379216,0,"counting",0,0.300
2026-02-17T22:07:31.026475,650,0.379661,0,"counting",0,0.300
2026-02-17T22:07:32.453699,660,0.380442,0,"counting",0,0.300
2026-02-17T22:07:33.861912,670,0.378791,0,"counting",0,0.300
2026-02-17T22:07:35.296474,680,0.377897,0,"counting",0,0.300
2026-02-17T22:07:36.718493,690,0.378454,0,"counting",0,0.300
2026-02-17T22:07:38.136390,700,0.379227,0,"counting",0,0.300
2026-02-17T22:07:41.221081,710,0.378484,0,"counting",0,0.300
2026-02-17T22:07:42.628186,720,0.378955,0,"counting",0,0.300
2026-02-17T22:07:44.065639,730,0.380296,0,"counting",0,0.300
2026-02-17T22:07:45.478155,740,0.378892,0,"counting",0,0.300
2026-02-17T22:07:46.888583,750,0.377686,0,"counting",0,0.300
2026-02-17T22:07:48.311708,760,0.377471,0,"counting",0,0.300
2026-02-17T22:07:49.721564,770,0.378172,0,"counting",0,0.300
2026-02-17T22:07:51.184462,780,0.377775,0,"counting",0,0.300
2026-02-17T22:07:52.603763,790,0.379273,0,"counting",0,0.300
2026-02-17T22:07:54.003662,800,0.380749,0,"counting",0,0.300
2026-02-17T22:07:56.994013,810,0.380439,0,"counting",0,0.300
2026-02-17T22:07:58.399597,820,0.379894,0,"counting",0,0.300
2026-02-17T22:07:59.803597,830,0.379769,0,"counting",0,0.300
2026-02-17T22:08:01.230290,840,0.380248,0,"counting",0,0.300
2026-02-17T22:08:02.642356,850,0.379802,0,"counting",0,0.300
2026-02-17T22:08:04.053940,860,0.380147,0,"counting",0,0.300
2026-02-17T22:08:05.470929,870,0.380613,0,"counting",0,0.300
2026-02-17T22:08:06.885670,880,0.379628,0,"counting",0,0.300
2026-02-17T22:08:08.342707,890,0.379543,0,"counting",0,0.300
2026-02-17T22:08:09.761676,900,0.378602,0,"counting",0,0.300
2026-02-17T22:08:12.902959,910,0.379242,0,"counting",0,0.300
2026-02-17T22:08:14.324986,920,0.379038,0,"counting",0,0.300
2026-02-17T22:08:15.740375,930,0.379096,0,"counting",0,0.300
2026-02-17T22:08:17.159964,940,0.378236,0,"counting",0,0.300
2026-02-17T22:08:18.574631,950,0.378298,0,"counting",0,0.300
2026-02-17T22:08:20.002770,960,0.377725,0,"counting",0,0.300
2026-02-17T22:08:21.425508,970,0.378285,0,"counting",0,0.300
2026-02-17T22:08:22.856432,980,0.379105,0,"counting",0,0.300
2026-02-17T22:08:24.284113,990,0.379600,0,"counting",0,0.300
2026-02-17T22:08:25.716111,1000,0.379253,0,"counting",0,0.300
2026-02-17T22:08:28.806285,1010,0.379513,0,"counting",0,0.300
2026-02-17T22:08:30.225714,1020,0.379670,0,"counting",0,0.300
2026-02-17T22:08:31.657717,1030,0.379926,0,"counting",0,0.300
2026-02-17T22:08:33.092443,1040,0.380252,0,"counting",0,0.300
2026-02-17T22:08:34.509892,1050,0.380738,0,"counting",0,0.300
2026-02-17T22:08:35.932038,1060,0.381347,0,"counting",0,0.300
2026-02-17T22:08:37.394781,1070,0.379319,0,"counting",0,0.300
2026-02-17T22:08:38.822141,1080,0.378808,0,"counting",0,0.300
